is Cycle regenerated;Hot fluid comp;Hot fluid engine;Hot fluid table path;Hot fluid tables;Hot fluid input spec;Hot fluid input1;Hot fluid input2;Hot fluid mass flow;Cold fluid comp;Cold fluid engine;Condenser dP;Cooling Pump IsenEff;Working fluid comp;Working fluid engine;MaxSuperheat;MinSuperheat;TestMassRates;Geofluid_P_out;ObjFunc;Var 0;Var 1;Var 2;NetPow_elec;CyclePow_elec;ParasiticPow_elec;NetPow;CyclePow;ParasiticPow;Qin;Qin_max;Qout;eta_I_cycle;eta_I_recov;eta_I_plant;eta_II_BF;eta_II_FUNC;Exergy losses;Pmax;Tmax;Tmin;Cost;SpecificCost;Costs;PrimaryCosts;SecondaryCosts;ConstructionCosts;NPV;NPV_profile;ROI;IRR;LCOE;T_coolant;Q_coolant;T_wf_heating;Q_wf_heating;T_wf_cooling;Q_wf_cooling;T_geofluid;Q_geofluid;T_recu_low;Q_recu_low;T_recu_high;Q_recu_high;M_profile;W_profile;PC_profile;C_profile;NPVs_profile;LCOE_profile;Turbine_Stages;Turbine_HStages;Turbine_VStages;Turbine_SP;ncg_handling_power;ncg_handling_power_elec;P_in;P_out;fmin;fmax;favg;
False;['water', 0.99, 'carbondioxide', 0.01];geoprop;../../propertyengine_plugins/LookUpTables/SuperDuperTable;True;TQ;473.15;0.25;50;['air', 1];default;120;0.6;['n-Butane', 1];default;15;2;[1, 2.5, 5, 10, 25, 50, 100, 150, 200, 51.09269284431593];110000.0;7014485.336711561;3031129.441659327;426.3285391265232;309.23586688511466;-7014485.336711561;-7768060.903572877;753575.5668613161;-7537064.163991822;-8252960.952510072;715896.7885182502;57730849.30212883;61645615.829500884;48731377.148304805;0.13055522749279722;0.9364956213885591;0.12226439889639183;0.4324398936263213;0.46446501786305927;[{'equip': 'Reinjected', 'val': 265298.6925669333}, {'equip': 'Rejected', 'val': 936451.7038697585}, {'equip': 'Superheater', 'val': 386782.0114090927}, {'equip': 'Evaporator', 'val': 1661851.4889149368}, {'equip': 'PreHeater', 'val': 1807032.2197956108}, {'equip': 'Condenser', 'val': 2273538.5012496626}, {'equip': 'Turbine', 'val': 1340475.2178829573}, {'equip': 'Pump', 'val': 168744.888285527}];3031129.441659327;426.3285391265232;309.23586688511466;17.283820753892474;2464.0183740116345;[{'equip': 'Superheater', 'val': 94725.53924473176}, {'equip': 'Evaporator', 'val': 239705.78629640982}, {'equip': 'PreHeater', 'val': 1019749.893548896}, {'equip': 'Condenser', 'val': 2610896.9293592297}, {'equip': 'Turbine', 'val': 3232051.6104324795}, {'equip': 'Pump', 'val': 64979.80157727637}, {'equip': 'Fan', 'val': 0.0}, {'equip': 'SecondaryEquip', 'val': 2.9048438241836094}, {'equip': 'Construction', 'val': 7.116867369249841}];7.262109560459023;2.9048438241836094;7.116867369249841;155.1481747496308;[-17.283820753892474, 1.2760018365088968, 18.130912619145008, 33.43702708981693, 47.336196930226194, 59.95731126811198, 71.41747935148175, 81.8231054358969, 91.27086570087887, 99.84859611803351, 107.63609938131854, 114.70587827160466, 121.12380215658426, 126.94971271705099, 132.23797443605366, 137.03797488336954, 141.39457936955435, 145.3485441273356, 148.93689179952997, 152.1932526685344, 155.1481747496308];7.976497555651289;1.1801341607445979;54.984207854587524;[298.252097584075, 298.8527514466076, 299.4534051892594, 300.0540588120305, 300.65471231492074, 301.25536437079313, 301.85595121509675, 302.4565379423185, 303.05712455245856, 303.65771104551686, 304.25829459725077, 304.8588101840309, 305.4593256564329, 306.05984101445677, 306.66035625810264, 307.26086689520645, 307.861306970552, 308.4617469341322, 309.06218678594695, 309.66262652599636];[0.0, 2564809.3235949897, 5129618.647189979, 7694427.97078497, 10259237.294379959, 12824046.61797495, 15388855.94156994, 17953665.265164927, 20518474.588759918, 23083283.91235491, 25648093.2359499, 28212902.559544887, 30777711.88313988, 33342521.206734866, 35907330.53032985, 38472139.85392485, 41036949.177519836, 43601758.50111482, 46166567.82470982, 48731377.148304805];[311.1271667364873, 317.17293755739894, 323.13186797878075, 329.00349937101623, 334.78720917963255, 340.48214934971867, 346.08717490839854, 351.6007581161409, 357.0208816923175, 362.3449016419866, 367.56936548558537, 372.6897640895301, 377.7001828735113, 382.59279710797443, 387.3571185060881, 391.97883009320543, 396.4379078032301, 400.7054374630116, 404.73788569788985, 408.46599843917755, 408.46599843917755, 410.5457347240594, 411.4659984391192, 411.46599843912253, 411.4659984391263, 411.46599843912975, 411.46599843913356, 411.4659984391367, 411.4659984391405, 411.4659984391435, 411.46599843914726, 411.465998439151, 411.46599843915453, 411.465998439158, 411.46599843916135, 411.46599843916493, 411.46599843916874, 411.4659984391721, 411.5260709389015, 413.4659984391792, 413.4659984391792, 414.03258374331546, 414.6154276122803, 415.2136344366857, 415.8263673043433, 416.45284376756445, 417.09233185604984, 417.7441463490275, 418.4076453088535, 419.0822268706643, 419.76732627778415, 420.46241314966403, 421.1669889675699, 421.8805847626368, 422.6027589909343, 423.3330955806533, 424.07120213689973, 424.8167080948064, 425.5692641876237, 426.328539075698];[0.0, 1689071.4523396047, 3378142.9046792095, 5067214.357018807, 6756285.8093584115, 8445357.261698017, 10134428.71403762, 11823500.166377226, 13512571.61871683, 15201643.071056431, 16890714.523396038, 18579785.975735642, 20268857.42807524, 21957928.880414847, 23647000.33275445, 25336071.785094053, 27025143.237433657, 28714214.68977326, 30403286.142112862, 32092357.594452467, 32092357.594452467, 33123903.950991917, 34155450.30753137, 35186996.66407082, 36218543.02061027, 37250089.37714973, 38281635.733689174, 39313182.09022863, 40344728.44676808, 41376274.80330753, 42407821.15984699, 43439367.516386434, 44470913.87292589, 45502460.22946534, 46534006.58600479, 47565552.942544244, 48597099.299083695, 49628645.65562315, 50660192.0121626, 51691738.368702054, 51691738.368702054, 51970296.24956288, 52248854.1304237, 52527412.01128453, 52805969.89214535, 53084527.77300618, 53363085.653867, 53641643.53472783, 53920201.41558865, 54198759.296449475, 54477317.177310295, 54755875.05817112, 55034432.93903194, 55312990.81989277, 55591548.70075359, 55870106.58161442, 56148664.46247525, 56427222.34333607, 56705780.22419689, 56984338.10505772];[309.23586688514405, 312.23586692983935, 312.2358669273656, 312.23586692489164, 312.235866922418, 312.23586691994393, 312.23586691747033, 312.2358669149966, 312.2358669125227, 312.2358669100491, 312.23586690757526, 312.2358669051015, 312.23586690262766, 312.23586690015384, 312.2358668976801, 312.2358668952062, 319.80218512709166, 331.7224264288083, 343.4330960818766, 354.9224407846132];[0.0, 2564809.3235949897, 5129618.647189979, 7694427.97078497, 10259237.294379959, 12824046.61797495, 15388855.94156994, 17953665.265164927, 20518474.588759918, 23083283.91235491, 25648093.2359499, 28212902.559544887, 30777711.88313988, 33342521.206734866, 35907330.53032985, 38472139.85392485, 41036949.177519836, 43601758.50111482, 46166567.82470982, 48731377.148304805];[316.1371143053291, 324.1429771953477, 332.1546584770836, 340.1622275789164, 348.3321433371309, 356.30844439605227, 364.21797534904044, 372.1264051439921, 380.0150570119986, 387.8407888734422, 395.6200870916697, 403.3298614715078, 410.95154565193735, 418.4604730139735, 425.8087426498004, 432.94031026365906, 439.7821133462131, 446.2618172627177, 451.83137408258955, 456.8002592904762, 456.8002592904762, 459.23734006897485, 461.2678012430321, 463.0196532722759, 464.18485514009956, 465.13066998995237, 466.06626730265805, 467.05070151990907, 467.281232983545, 467.2776217909226, 467.4535861988465, 467.6237059353987, 467.6437561265917, 467.8205039171317, 467.96467867843467, 468.01212127472274, 468.1317077920529, 468.15892146376467, 468.3692660586042, 468.48724481656245, 468.48724481656245, 468.51578438421757, 468.54419373204837, 468.57247371566257, 468.6006251831851, 468.62864897533996, 468.6565459255307, 468.68431685991976, 468.7119625975074, 468.73948395020824, 468.76688172292893, 468.7941567136426, 468.8213097134639, 468.8483415067223, 468.8752528710347, 468.85704190703296, 469.04712017552794, 469.0210429000092, 468.878151185614, 469.0271191815043];[0.0, 1689071.4523396047, 3378142.9046792095, 5067214.357018807, 6756285.8093584115, 8445357.261698017, 10134428.71403762, 11823500.166377226, 13512571.61871683, 15201643.071056431, 16890714.523396038, 18579785.975735642, 20268857.42807524, 21957928.880414847, 23647000.33275445, 25336071.785094053, 27025143.237433657, 28714214.68977326, 30403286.142112862, 32092357.594452467, 32092357.594452467, 33123903.950991917, 34155450.30753137, 35186996.66407082, 36218543.02061027, 37250089.37714973, 38281635.733689174, 39313182.09022863, 40344728.44676808, 41376274.80330753, 42407821.15984699, 43439367.516386434, 44470913.87292589, 45502460.22946534, 46534006.58600479, 47565552.942544244, 48597099.299083695, 49628645.65562315, 50660192.0121626, 51691738.368702054, 51691738.368702054, 51970296.24956288, 52248854.1304237, 52527412.01128453, 52805969.89214535, 53084527.77300618, 53363085.653867, 53641643.53472783, 53920201.41558865, 54198759.296449475, 54477317.177310295, 54755875.05817112, 55034432.93903194, 55312990.81989277, 55591548.70075359, 55870106.58161442, 56148664.46247525, 56427222.34333607, 56705780.22419689, 56984338.10505772];[];[];[];[];[1, 2.5, 5, 10, 25, 50, 100, 150, 200, 51.09269284431593];[-147517.4578673694, -368793.64466842357, -737587.2893368471, -1475174.5786736943, -3687936.4466842352, -7375872.8933684705, -14751745.786736941, -22127618.68010541, -29503491.573473882, -7537064.163991822];[0.5706860931259661, 0.957164805308818, 1.4658643791338195, 2.303222422635292, 4.3313512465326784, 7.147411087698361, 12.009902125082885, 16.398319138828164, 20.522132368143936, 7.262109560459023];[1.3582329016397994, 2.2780522366349865, 3.4887572223384904, 5.481669365871994, 10.308615966747773, 17.0108383887221, 28.583567057697266, 39.02799955041103, 48.84267503618257, 17.283820753892474];[1.5775039196098248, 5.5424529441545145, 12.611809601740285, 27.363514540777725, 73.2663332017555, 151.69182682745304, 311.1631929921572, 472.24865393237155, 634.2350197202074, 155.1481747496308];[220.76552697104535, 148.10873801720447, 113.4116727306098, 89.09838841164368, 67.02199699311183, 55.29842041923158, 46.459382898075454, 42.29042445258611, 39.69414553284743, 54.984207854587524];2;1.4555237955971712;1.650533293547133;0.25375855307980444;0;0;1566305.3668874847;110000.0;[-7014485.336711561, -7014485.336711561];[-6927676.075291298, -6991958.886042566];[-6962212.059485618, -7000569.641336751];
False;['water', 0.98, 'carbondioxide', 0.02];geoprop;../../propertyengine_plugins/LookUpTables/SuperDuperTable;True;TQ;473.15;0.25;50;['air', 1];default;120;0.6;['n-Butane', 1];default;15;2;[1, 2.5, 5, 10, 25, 50, 100, 150, 200, 52.19846516534642];110000.0;7099273.399651734;3035796.011335746;425.5077548039147;309.07406430146307;-7099273.39965172;-7875920.913915079;776647.5142633591;-7630163.359288653;-8367978.497838845;737815.1385501912;57772326.09802539;61645615.80686841;49321156.480708614;0.13207298155767777;0.9371684481021687;0.12377463116263522;0.43579609239866013;0.4732712169442075;[{'equip': 'Reinjected', 'val': 454715.23588490207}, {'equip': 'Rejected', 'val': 931668.6330242977}, {'equip': 'Superheater', 'val': 368812.07994019985}, {'equip': 'Evaporator', 'val': 1651778.0966742747}, {'equip': 'PreHeater', 'val': 1844662.1933223363}, {'equip': 'Condenser', 'val': 2272953.7090038387}, {'equip': 'Turbine', 'val': 1364993.9706583638}, {'equip': 'Pump', 'val': 172118.73944311775}];3035796.011335746;425.5077548039147;309.07406430146307;17.5128897395575;2466.8566420356;[{'equip': 'Superheater', 'val': 89511.84273379562}, {'equip': 'Evaporator', 'val': 246849.52730340793}, {'equip': 'PreHeater', 'val': 1024492.8513657679}, {'equip': 'Condenser', 'val': 2666484.6470847945}, {'equip': 'Turbine', 'val': 3265193.4613765054}, {'equip': 'Pump', 'val': 65824.70356325054}, {'equip': 'Fan', 'val': 0.0}, {'equip': 'SecondaryEquip', 'val': 2.9433428133710087}, {'equip': 'Construction', 'val': 7.21118989275897}];7.358357033427521;2.9433428133710087;7.21118989275897;157.04231089074918;[-17.5128897395575, 1.2756037799772137, 18.33816323433266, 33.83283012396486, 47.903206096330635, 60.67977026986089, 72.2810765078413, 82.81484157451413, 92.37893411067991, 101.06227346157675, 108.94564656761136, 116.10245038112504, 122.59936659299312, 128.49697483529258, 133.85030996490462, 138.70936852263623, 143.11956899859845, 147.1221701129456, 150.75465093781847, 154.05105633795358, 157.04231089074918];7.967241456218817;1.1790459232250639;55.03315467506623;[298.25209759129876, 298.8419624630462, 299.4318272170331, 300.02169185325954, 300.61155637172544, 301.20141758782944, 301.79121830168657, 302.3810189004685, 302.9708193841752, 303.56061975280664, 304.1504132385044, 304.7401458289684, 305.3298783069531, 305.9196106724585, 306.50934292548453, 307.09906431431625, 307.68872480249973, 308.2783851807144, 308.86804544896023, 309.4577056072373];[0.0, 2595850.3410899267, 5191700.682179853, 7787551.023269781, 10383401.364359707, 12979251.705449635, 15575102.046539562, 18170952.387629487, 20766802.728719413, 23362653.06980934, 25958503.41089927, 28554353.751989193, 31150204.093079124, 33746054.434169054, 36341904.77525897, 38937755.1163489, 41533605.45743883, 44129455.79852875, 46725306.13961868, 49321156.48070861];[310.96795165549906, 317.0316151265076, 323.00800841145, 328.89667382616557, 334.69698959926217, 340.40810773918975, 346.0288820072605, 351.55778136303087, 356.9927823228043, 362.33123066069425, 367.56965810001475, 372.70353194292545, 377.7269029977976, 382.63189580411483, 387.4079470811748, 392.04062697212026, 396.5097367139606, 400.786081139613, 404.825651093289, 408.55833124927534, 408.55833124927534, 410.6300112321491, 411.55833124921253, 411.5583312492162, 411.55833124922015, 411.55833124922395, 411.55833124922754, 411.55833124923174, 411.5583312492353, 411.5583312492393, 411.5583312492429, 411.55833124924703, 411.5583312492507, 411.55833124925465, 411.5583312492581, 411.5583312492622, 411.558331249266, 411.5583312492698, 411.62815366203466, 413.55833124927733, 413.55833124927733, 414.0879193137737, 414.63191415755074, 415.18956980821304, 415.7601861810455, 416.34310599898123, 416.9377118711778, 417.54342354223365, 418.15969531625757, 418.7860136545813, 419.4218949422594, 420.0668834161462, 420.7205492459297, 421.38248675875946, 422.05231279784135, 422.72966520543196, 423.4142014209456, 424.10559718493505, 424.80354513547053, 425.50775473306254];[0.0, 1722904.3916795028, 3445808.7833590116, 5168713.175038515, 6891617.566718017, 8614521.958397526, 10337426.35007703, 12060330.741756536, 13783235.133436041, 15506139.525115548, 17229043.916795053, 18951948.308474556, 20674852.700154062, 22397757.09183357, 24120661.483513072, 25843565.87519258, 27566470.266872082, 29289374.658551592, 31012279.050231095, 32735183.4419106, 32735183.4419106, 33782672.23428151, 34830161.02665242, 35877649.819023326, 36925138.61139424, 37972627.40376515, 39020116.19613606, 40067604.988506965, 41115093.78087788, 42162582.57324879, 43210071.3656197, 44257560.157990605, 45305048.95036151, 46352537.74273243, 47400026.535103336, 48447515.32747425, 49495004.11984516, 50542492.91221607, 51589981.704586975, 52637470.49695788, 52637470.49695788, 52903347.575166434, 53169224.65337499, 53435101.73158354, 53700978.8097921, 53966855.88800065, 54232732.96620921, 54498610.04441776, 54764487.12262632, 55030364.20083487, 55296241.27904343, 55562118.35725198, 55827995.43546053, 56093872.51366909, 56359749.59187764, 56625626.6700862, 56891503.74829475, 57157380.82650331, 57423257.90471186, 57689134.982920416];[309.0740643015027, 312.0740643585247, 312.0740643553669, 312.07406435220935, 312.0740643490514, 312.07406434589376, 312.07406434273594, 312.07406433957806, 312.0740643364205, 312.0740643332628, 312.07406433010505, 312.07406432694717, 312.0740643237894, 312.0740643206317, 312.07406431747404, 312.07406431431633, 318.5496667239082, 330.43311166192615, 342.11021426386077, 353.5683001639013];[0.0, 2595850.3410899267, 5191700.682179853, 7787551.023269781, 10383401.364359707, 12979251.705449635, 15575102.046539562, 18170952.387629487, 20766802.728719413, 23362653.06980934, 25958503.41089927, 28554353.751989193, 31150204.093079124, 33746054.434169054, 36341904.77525897, 38937755.1163489, 41533605.45743883, 44129455.79852875, 46725306.13961868, 49321156.48070861];[315.96739249785617, 324.1085852795278, 332.2570032711182, 340.4022918622514, 348.7109422634642, 356.8263393249826, 364.80228625367124, 372.73224631453314, 380.6409090466791, 388.4379340572644, 396.16047674051003, 403.7647170590535, 411.2226210727541, 418.497629678119, 425.53041759182156, 432.14235050145584, 438.54835892715215, 444.3468039399694, 449.7210615505662, 454.104077176763, 454.104077176763, 456.4350537619063, 458.7495773053428, 460.3343678131907, 461.82740249572123, 463.1711486903048, 464.25127666049656, 465.03127716643775, 466.0069913595218, 466.87932246739837, 467.35609252559306, 467.5322752507209, 467.8197526822395, 468.1658208539393, 468.3168230656972, 468.70178967983554, 468.8522113913502, 469.23698247307516, 469.52005341610555, 469.7994082258899, 469.7994082258899, 469.8636762489301, 469.9276691064, 469.99138852669876, 470.05483622377926, 470.11801389729743, 470.180923232762, 470.2435659016804, 470.3059435617051, 470.36805785677564, 470.42427503246375, 470.4789240879139, 470.5337817012671, 470.58884406777884, 470.64410679433854, 470.69956504175684, 470.7552136264046, 470.81104709381464, 470.86705977258504, 470.9232458141802];[0.0, 1722904.3916795028, 3445808.7833590116, 5168713.175038515, 6891617.566718017, 8614521.958397526, 10337426.35007703, 12060330.741756536, 13783235.133436041, 15506139.525115548, 17229043.916795053, 18951948.308474556, 20674852.700154062, 22397757.09183357, 24120661.483513072, 25843565.87519258, 27566470.266872082, 29289374.658551592, 31012279.050231095, 32735183.4419106, 32735183.4419106, 33782672.23428151, 34830161.02665242, 35877649.819023326, 36925138.61139424, 37972627.40376515, 39020116.19613606, 40067604.988506965, 41115093.78087788, 42162582.57324879, 43210071.3656197, 44257560.157990605, 45305048.95036151, 46352537.74273243, 47400026.535103336, 48447515.32747425, 49495004.11984516, 50542492.91221607, 51589981.704586975, 52637470.49695788, 52637470.49695788, 52903347.575166434, 53169224.65337499, 53435101.73158354, 53700978.8097921, 53966855.88800065, 54232732.96620921, 54498610.04441776, 54764487.12262632, 55030364.20083487, 55296241.27904343, 55562118.35725198, 55827995.43546053, 56093872.51366909, 56359749.59187764, 56625626.6700862, 56891503.74829475, 57157380.82650331, 57423257.90471186, 57689134.982920416];[];[];[];[];[1, 2.5, 5, 10, 25, 50, 100, 150, 200, 52.19846516534642];[-146176.009871535, -365440.0246788375, -730880.049357675, -1461760.09871535, -3654400.246788375, -7308800.49357675, -14617600.9871535, -21926401.480730254, -29235201.974307, -7630163.359288653];[0.5699274350051016, 0.9556848322903542, 1.4633284912234237, 2.298748158569272, 4.321460634627342, 7.128867413312528, 11.974424852640933, 16.346065180614666, 20.45315632662426, 7.358357033427521];[1.3564272953121415, 2.274529900851043, 3.4827218091117484, 5.471020617394868, 10.285076310413075, 16.966704443683817, 28.49913114928542, 38.903635129862906, 48.67851205736574, 17.5128897395575];[1.5480729928543524, 5.46745697000414, 12.460373849365881, 27.05860866891829, 72.49965923046513, 150.15426536132648, 308.08258818225954, 467.6244715345005, 628.067073827627, 157.04231089074918];[222.49530392927818, 149.23681448613908, 114.25444623497141, 89.74136684491432, 67.48260485556133, 55.66110435733982, 46.747237162618745, 42.542524036428105, 39.92377760481533, 55.03315467506623];2;1.4511888023848252;1.6591625692728649;0.2561467411556854;0;0;1631988.4187361463;110000.0;[-7099273.399651734, -7099273.399651734];[-6999484.106827279, -7084514.371276829];[-7036475.8604134545, -7089694.061016236];
